lambda_um,width_um,height_um,n_eff_TE,n_eff_TM
1,1.025,0.925,1.91801387202076,1.91565524585325
1,1.025,0.95,1.92003317791638,1.9183370044995
1,1.025,0.975,1.92192184215848,1.92084479599144
1,1.025,1,1.92371479878975,1.92317782220689
1,1.05,0.6,1.87561992390592,1.8546193294839
1,1.05,0.625,1.8808116910508,1.86224755495135
1,1.05,0.65,1.88560189128247,1.86923242561003
1,1.05,0.675,1.89002615017243,1.87561220608103
1,1.05,0.7,1.89410910536109,1.88146131734362
1,1.05,0.725,1.89790451647745,1.88683234916692
1,1.05,0.75,1.90142610524194,1.89176624968595
1,1.05,0.775,1.90467035294992,1.89632509994953
1,1.05,0.8,1.90771660477824,1.90050678885424
1,1.05,0.825,1.91053443661137,1.90437943839754
1,1.05,0.85,1.91316164179766,1.90796882177748
1,1.05,0.875,1.91561645107318,1.91129356495509
1,1.05,0.9,1.91790841395361,1.91438203015938
1,1.05,0.925,1.92006414104906,1.91725869218811
1,1.05,0.95,1.92208139092586,1.91993966388797
1,1.05,0.975,1.92396912863469,1.922444149655
1,1.05,1,1.92575838772098,1.92477312319937
1,1.075,0.6,1.8775629658023,1.85611956836192
1,1.075,0.625,1.88275838679282,1.86375073416863
1,1.075,0.65,1.88754818790377,1.87073862051617
1,1.075,0.675,1.89197553010075,1.87711824540894
1,1.075,0.7,1.89605731637404,1.88297080772137
1,1.075,0.725,1.89984636764137,1.88833561515763
1,1.075,0.75,1.90336586246521,1.89326603136166
1,1.075,0.775,1.90660994118737,1.89782335340412
1,1.075,0.8,1.90965111554475,1.90200205704383
1,1.075,0.825,1.91246954815582,1.90587538326365
1,1.075,0.85,1.91509580503348,1.90946555209461
1,1.075,0.875,1.9175521590927,1.91278915402413
1,1.075,0.9,1.91984275632223,1.91587961156939
1,1.075,0.925,1.92199409232262,1.91875148556783
1,1.075,0.95,1.92401088784647,1.921429444171
1,1.075,0.975,1.92589740381413,1.9239325061776
1,1.075,1,1.92768305607498,1.92625949384904
1,1.1,0.6,1.87938892839304,1.85754759444089
1,1.1,0.625,1.88457708053848,1.86516624374554
1,1.1,0.65,1.88936700908054,1.87215062876865
1,1.1,0.675,1.89378751840817,1.8785277268366
1,1.1,0.7,1.89786565991287,1.88436812185946
1,1.1,0.725,1.90166235414323,1.8897441666517
1,1.1,0.75,1.90518117892382,1.89467686724637
1,1.1,0.775,1.90842286386307,1.89923172686452
1,1.1,0.8,1.91146886317768,1.90341668131539
1,1.1,0.825,1.91428204429735,1.90728240570566
1,1.1,0.85,1.91690727650585,1.91086860558246
1,1.1,0.875,1.91935910776553,1.91419055284279
1,1.1,0.9,1.92164693958967,1.91727319671351
1,1.1,0.925,1.92380287230998,1.92015136629997
1,1.1,0.95,1.92581809672913,1.92282928190947
1,1.1,0.975,1.92770336662548,1.92533222232769
1,1.1,1,1.92949202842046,1.92766253471356
1,1.125,0.6,1.8811155245709,1.8589038949974
1,1.125,0.625,1.88630892500258,1.8665315839292
1,1.125,0.65,1.89109632312652,1.8735169002014
1,1.125,0.675,1.89552015460532,1.87989457836556
1,1.125,0.7,1.89959886436539,1.88574247109811
1,1.125,0.725,1.90338586412663,1.89110493171358
1,1.125,0.75,1.90690226724747,1.89603210754723
1,1.125,0.775,1.91014204863045,1.9005873276953
1,1.125,0.8,1.91318139543742,1.90476312572652
1,1.125,0.825,1.9159969513824,1.90863206600014
1,1.125,0.85,1.91862031432261,1.91221899113172
1,1.125,0.875,1.92107333417132,1.91554022436038
1,1.125,0.9,1.92336130425767,1.91862672927442
1,1.125,0.925,1.92551061719812,1.92149674375915
1,1.125,0.95,1.92752474526281,1.92417247736414
1,1.125,0.975,1.92940818472266,1.92667385189218
1,1.125,1,1.93119225965461,1.9289988088828
1,1.15,0.6,1.88273002108469,1.86017106878637
1,1.15,0.625,1.88792011495609,1.86779535116979
1,1.15,0.65,1.89270751120464,1.8747811780066
1,1.15,0.675,1.8971300191954,1.88115700140451
1,1.15,0.7,1.90120569877008,1.88700273204702
1,1.15,0.725,1.90499430857579,1.89236702728256
1,1.15,0.75,1.90850933295181,1.89729297239945
1,1.15,0.775,1.91174938509446,1.90184491124313
1,1.15,0.8,1.91478878093752,1.90602286426037
1,1.15,0.825,1.9176010645405,1.90988977160505
1,1.15,0.85,1.92022386533052,1.91347628170444
1,1.15,0.875,1.92267587380622,1.91679566245878
1,1.15,0.9,1.92496126288821,1.91988122546623
1,1.15,0.925,1.92711140777878,1.92275105008705
1,1.15,0.95,1.9291241470551,1.9254248931005
1,1.15,0.975,1.93100807282432,1.92792428826216
1,1.15,1,1.93279203536286,1.93025009863431
1,1.175,0.6,1.88425897443321,1.86140265197399
1,1.175,0.625,1.88944319763929,1.86903056779778
1,1.175,0.65,1.89422926063822,1.87600974348399
1,1.175,0.675,1.89864536333866,1.88238466573803
1,1.175,0.7,1.90271823117598,1.88822922081103
1,1.175,0.725,1.90651333354897,1.89358675802763
1,1.175,0.75,1.91002805142477,1.89851141623233
1,1.175,0.775,1.91326284757943,1.90306338870548
1,1.175,0.8,1.91630788209508,1.90723431596993
1,1.175,0.825,1.91911654959163,1.91110091420073
1,1.175,0.85,1.92173779942534,1.91468329778398
1,1.175,0.875,1.92418514783431,1.91800215074709
1,1.175,0.9,1.92646870566322,1.92108554076549
1,1.175,0.925,1.92862244990671,1.92395263833588
1,1.175,0.95,1.93063264435203,1.92662740987007
1,1.175,0.975,1.93251481798869,1.92912606042651
1,1.175,1,1.93430216455287,1.93144794452336
1,1.2,0.6,1.88571282699649,1.86254353052989
1,1.2,0.625,1.89090314997651,1.87017134181551
1,1.2,0.65,1.89568702807504,1.87715306356275
1,1.2,0.675,1.90010756889986,1.88352627692416
1,1.2,0.7,1.90418197338307,1.889372297123
1,1.2,0.725,1.90796448409298,1.89472791749725
1,1.2,0.75,1.91147659450871,1.89965007059281
1,1.2,0.775,1.91471297528426,1.90420007864456
1,1.2,0.8,1.9177478047871,1.90837045437296
1,1.2,0.825,1.92055915976655,1.91223676548293
1,1.2,0.85,1.92317869552545,1.915819768585
1,1.2,0.875,1.92562846770986,1.91913684199423
1,1.2,0.9,1.92791267767885,1.92222126981972
1,1.2,0.925,1.93005840098988,1.92508618377016
1,1.2,0.95,1.93206930084019,1.9277580715529
1,1.2,0.975,1.93395007573925,1.93025573656312
1,1.2,1,1.93573084606949,1.93257701273625
1,1.225,0.6,1.88707834095594,1.86362717961509
1,1.225,0.625,1.89226314494823,1.87124372499022
1,1.225,0.65,1.89704649753588,1.87822206657121
1,1.225,0.675,1.90146197480603,1.88459382492516
1,1.225,0.7,1.90553372256656,1.89042972138482
1,1.225,0.725,1.90932179606729,1.89579474102311
1,1.225,0.75,1.91283316081614,1.90071848756859
1,1.225,0.775,1.91606759972661,1.9052664051954
1,1.225,0.8,1.91910591253518,1.90944229951854
1,1.225,0.825,1.92191335273398,1.91330213396837
1,1.225,0.85,1.92453213159612,1.91688220216366
1,1.225,0.875,1.92697830305395,1.92019789578049
1,1.225,0.9,1.92926052311742,1.92327602141454
1,1.225,0.925,1.9314096722034,1.9261461085838
1,1.225,0.95,1.93341913508075,1.92881735217394
1,1.225,0.975,1.93529907604381,1.93131530599562
1,1.225,1,1.93708209877354,1.93363948983644
1,1.25,0.6,1.88837443772496,1.86467790169266
1,1.25,0.625,1.89355916336735,1.87230088431275
1,1.25,0.65,1.89834028223719,1.87927777836449
1,1.25,0.675,1.9027558716781,1.88564761076551
1,1.25,0.7,1.90682679938877,1.89148759152243
1,1.25,0.725,1.91061030069635,1.89684366557149
1,1.25,0.75,1.91412014635624,1.90176395263061
1,1.25,0.775,1.91735339707975,1.90631081938504
1,1.25,0.8,1.92038828364889,1.9104800029374
1,1.25,0.825,1.9231953879862,1.91434208820312
1,1.25,0.85,1.9258122458576,1.91792131227404
1,1.25,0.875,1.92825817993027,1.92123575953087
1,1.25,0.9,1.93053976178559,1.92431590764307
1,1.25,0.925,1.93268564779889,1.92718080039665
1,1.25,0.95,1.93469397988017,1.9298515618084
1,1.25,0.975,1.93657319624906,1.93234709554024
1,1.25,1,1.93835379470189,1.93466740371881
1,1.275,0.6,1.88959479232855,1.86565450735542
1,1.275,0.625,1.89478172406488,1.87327827375121
1,1.275,0.65,1.89956216114339,1.88025690141425
1,1.275,0.675,1.90397943794933,1.8866262508232
1,1.275,0.7,1.90804961715642,1.89246785686977
1,1.275,0.725,1.91182849341587,1.89782018426595
1,1.275,0.75,1.91533678154991,1.90273803425595
1,1.275,0.775,1.91856980813642,1.90728361625824
1,1.275,0.8,1.92160104778451,1.91145118498538
1,1.275,0.825,1.92440858927013,1.91531330746501
1,1.275,0.85,1.92702470505604,1.91889299731228
1,1.275,0.875,1.92947152640372,1.92220655938598
1,1.275,0.9,1.93175231378206,1.92528777218689
1,1.275,0.925,1.93389514781308,1.92814969897078
1,1.275,0.95,1.93590322240806,1.93081830077345
1,1.275,0.975,1.93778153323686,1.93331285156022
1,1.275,1,1.93955970129113,1.9356319927921
1,1.3,0.6,1.89074948457228,1.8665901060589
1,1.3,0.625,1.89593122012828,1.87420366604964
1,1.3,0.65,1.90071129582566,1.88117911871575
1,1.3,0.675,1.90512340859853,1.88754714598274
1,1.3,0.7,1.90919098757793,1.89337946794038
1,1.3,0.725,1.91297574802638,1.89874053449001
1,1.3,0.75,1.91648338869867,1.90365998839624
1,1.3,0.775,1.91971441777035,1.90820361173384
1,1.3,0.8,1.92274943434027,1.91237631964444
1,1.3,0.825,1.92555327856426,1.91623263077522
1,1.3,0.85,1.92816888541861,1.91980961647432
1,1.3,0.875,1.93061224952067,1.92312190821358
1,1.3,0.9,1.93289108732867,1.92619735884121
1,1.3,0.925,1.93503761392049,1.92906417170419
1,1.3,0.95,1.93704422447053,1.9317326359832
1,1.3,0.975,1.93892194689191,1.9342270703117
1,1.3,1,1.94070257603158,1.93654895956966
1,1.325,0.6,1.89185629075557,1.86748842518434
1,1.325,0.625,1.89704096252682,1.87510934832753
1,1.325,0.65,1.90181917882175,1.88208541043583
1,1.325,0.675,1.90623352911874,1.88845288310081
1,1.325,0.7,1.91030113806783,1.89429105977043
1,1.325,0.725,1.91407847062351,1.89964095218395
1,1.325,0.75,1.9175844161983,1.90455619797801
1,1.325,0.775,1.92081428858543,1.90910012258019
1,1.325,0.8,1.92384423229489,1.91326513771387
1,1.325,0.825,1.92664961011311,1.91712425704555
1,1.325,0.85,1.92926365236292,1.92070154251615
1,1.325,0.875,1.93170808211274,1.92401338547727
1,1.325,0.9,1.93398696620067,1.92709189846361
1,1.325,0.925,1.93612847795177,1.92995222030588
1,1.325,0.95,1.93813469345725,1.93261923746494
1,1.325,0.975,1.94001090535502,1.93511251797814
1,1.325,1,1.94178809299454,1.93742997532772
1,1.35,0.6,1.89289364424759,1.86833049286797
1,1.35,0.625,1.89807599581045,1.87594742678288
1,1.35,0.65,1.90285415873465,1.88292377574142
1,1.35,0.675,1.90726690494502,1.8892896673655
1,1.35,0.7,1.91133249814276,1.89512534915542
1,1.35,0.725,1.91511133472247,1.90047769654609
1,1.35,0.75,1.91861624236422,1.90539219135008
1,1.35,0.775,1.92184604097308,1.90993358869224
1,1.35,0.8,1.92487632025743,1.91410102349702
1,1.35,0.825,1.92767945223533,1.91795808930196
1,1.35,0.85,1.9302932190071,1.92153507174559
1,1.35,0.875,1.9327366666966,1.92484549355624
1,1.35,0.9,1.93501382938164,1.92792288804123
1,1.35,0.925,1.9371562695602,1.93078374237599
1,1.35,0.95,1.93916131118227,1.93344936176044
1,1.35,0.975,1.9410379872426,1.93594128970773
1,1.35,1,1.9428153564179,1.93825986813821
1,1.375,0.6,1.89388588826317,1.86915789283525
1,1.375,0.625,1.89906306752127,1.87677903452215
1,1.375,0.65,1.90384026675423,1.88375005321984
1,1.375,0.675,1.90824816029122,1.89011527928083
1,1.375,0.7,1.91231103228639,1.89595117200855
1,1.375,0.725,1.91609536230502,1.90129645453159
1,1.375,0.75,1.91960007302983,1.90620957215944
1,1.375,0.775,1.92282594206529,1.91075123045655
1,1.375,0.8,1.9258609229381,1.91491197154354
1,1.375,0.825,1.92866105253432,1.91876963577898
1,1.375,0.85,1.93127379728668,1.92234358025982
1,1.375,0.875,1.9337138553516,1.92565377301352
1,1.375,0.9,1.93598935514814,1.92873021920522
1,1.375,0.925,1.93813491848908,1.93158802303064
1,1.375,0.95,1.94013800405783,1.93425443919188
1,1.375,0.975,1.94201357294994,1.9367457324558
1,1.375,1,1.94379379859306,1.9390606150655
1,1.4,0.6,1.89484027152132,1.86992630737452
1,1.4,0.625,1.90002217041752,1.87754601550424
1,1.4,0.65,1.90479729308959,1.88451877027898
1,1.4,0.675,1.9092088785872,1.89088245284944
1,1.4,0.7,1.91327322137143,1.89671857670092
1,1.4,0.725,1.91704698449685,1.90206356067921
1,1.4,0.75,1.92054969730294,1.90697500416629
1,1.4,0.775,1.92377703144736,1.91151498156938
1,1.4,0.8,1.92680357933192,1.91567617108539
1,1.4,0.825,1.92960602144918,1.9195331226047
1,1.4,0.85,1.93221731447475,1.92310749593989
1,1.4,0.875,1.93465943534766,1.92641628340587
1,1.4,0.9,1.93693573635174,1.92949310780824
1,1.4,0.925,1.93907464947195,1.93234994113998
1,1.4,0.95,1.94107863850321,1.93501420049976
1,1.4,0.975,1.94295297573713,1.93750483013172
1,1.4,1,1.94472782172329,1.93981975910927
1,1.425,0.6,1.89573744220822,1.87066031171383
1,1.425,0.625,1.90091545467121,1.8782708020496
1,1.425,0.65,1.90569028411786,1.88524121162878
1,1.425,0.675,1.91009764397601,1.89160366544987
1,1.425,0.7,1.91416014748447,1.89743191206417
1,1.425,0.725,1.91793835503519,1.90278448948606
1,1.425,0.75,1.92144045542774,1.90769713892007
1,1.425,0.775,1.92466618137943,1.91223543257323
1,1.425,0.8,1.92769556070547,1.91640129933584
1,1.425,0.825,1.93049523116949,1.9202531980854
1,1.425,0.85,1.93310615908889,1.92382554105214
1,1.425,0.875,1.93554548149906,1.92713325106031
1,1.425,0.9,1.93782038431518,1.93020530604261
1,1.425,0.925,1.93996213220967,1.93306630842494
1,1.425,0.95,1.94196484160483,1.93573003422321
1,1.425,0.975,1.94383878008858,1.93822086722634
1,1.425,1,1.94561549933024,1.94053829768263
1,1.45,0.6,1.8966005029789,1.87137957016617
1,1.45,0.625,1.90177802059434,1.87899569021808
1,1.45,0.65,1.90655092374728,1.88596452421913
1,1.45,0.675,1.91095878322187,1.8923254946787
1,1.45,0.7,1.91502040011127,1.89815727768763
1,1.45,0.725,1.91879479403498,1.90350199521578
1,1.45,0.75,1.92229579118539,1.90841188838543
1,1.45,0.775,1.92552080802216,1.91294954801705
1,1.45,0.8,1.9285473907244,1.91710947685612
1,1.45,0.825,1.9313467630188,1.92096349854259
1,1.45,0.85,1.93395615985106,1.92453508655928
1,1.45,0.875,1.93639557359009,1.92784196829951
1,1.45,0.9,1.93866995481008,1.93091580376836
1,1.45,0.925,1.9408090174985,1.93377240465222
1,1.45,0.95,1.94281115805048,1.93643587369108
1,1.45,0.975,1.94468443537459,1.938924937757
1,1.45,1,1.94645920210683,1.94123899654929
1,1.475,0.6,1.89741535301524,1.87204987902562
1,1.475,0.625,1.90259441993459,1.87966580277549
1,1.475,0.65,1.90736666758501,1.88663575752684
1,1.475,0.675,1.91177560547192,1.89299619236146
1,1.475,0.7,1.91583679341594,1.89882867691294
1,1.475,0.725,1.91960768298003,1.90417118765323
1,1.475,0.75,1.92310752866977,1.90907936401619
1,1.475,0.775,1.92633239222226,1.91361596799954
1,1.475,0.8,1.92935622734579,1.9177751142941
1,1.475,0.825,1.932155980204,1.92162888739346
1,1.475,0.85,1.93476481362881,1.92520078487814
1,1.475,0.875,1.93720482077125,1.92850697142471
1,1.475,0.9,1.93947874373011,1.93158136967301
1,1.475,0.925,1.94161555462455,1.93443612256685
1,1.475,0.95,1.94361756352922,1.93709800360053
1,1.475,0.975,1.94549016320164,1.93958638376861
1,1.475,1,1.94726313668389,1.94189982841619
1,1.5,0.6,1.89818929652733,1.87269500527219
1,1.5,0.625,1.90336455651511,1.88030248234853
1,1.5,0.65,1.90813667313057,1.88727024049328
1,1.5,0.675,1.91254114578282,1.89362958508182
1,1.5,0.7,1.91660045217345,1.89945476346272
1,1.5,0.725,1.92037631387868,1.90480442982616
1,1.5,0.75,1.92387562639635,1.90971384347896
1,1.5,0.775,1.92709875270539,1.91424887297099
1,1.5,0.8,1.93012584556377,1.91841242982979
1,1.5,0.825,1.93292286196122,1.92226160182355
1,1.5,0.85,1.93553151377424,1.9258316108423
1,1.5,0.875,1.9379687051638,1.92913680657129
1,1.5,0.9,1.94024119019118,1.93220678682812
1,1.5,0.925,1.94238120540403,1.93506551487699
1,1.5,0.95,1.94438183383369,1.93772722716327
1,1.5,0.975,1.94625421988358,1.94021553166295
1,1.5,1,1.94802934917803,1.94253136062041
1.025,0.75,0.6,1.83015129827033,1.81826710661452
1.025,0.75,0.625,1.83545750380068,1.82610054197019
1.025,0.75,0.65,1.84036392057302,1.83329353009694
1.025,0.75,0.675,1.8449099058184,1.83988696051952
1.025,0.75,0.7,1.84912678991453,1.84594178069411
1.025,0.75,0.725,1.85303523103494,1.85153331843838
1.025,0.75,0.75,1.8567361206016,1.85658930814374
1.025,0.75,0.775,1.86005371191683,1.86138882449891
1.025,0.75,0.8,1.8631883962435,1.86577614887961
1.025,0.75,0.825,1.86613269951532,1.86980727329316
1.025,0.75,0.85,1.86887318045661,1.87356135931147
1.025,0.75,0.875,1.87143399195492,1.87704294875257
1.025,0.75,0.9,1.87383146861299,1.88027792696039
1.025,0.75,0.925,1.87607708102339,1.88329136024145
1.025,0.75,0.95,1.87818559174834,1.88610197463721
1.025,0.75,0.975,1.88017243488387,1.88872712684179
1.025,0.75,1,1.88202633188423,1.89118855616937
1.025,0.775,0.6,1.83490288386013,1.8216224775539
1.025,0.775,0.625,1.84020446406192,1.82946057939877
1.025,0.775,0.65,1.84510829685848,1.83663278853409
1.025,0.775,0.675,1.84967621190399,1.84325376290015
1.025,0.775,0.7,1.85388495841826,1.84930886681305
1.025,0.775,0.725,1.85780207536835,1.85490826962283
1.025,0.775,0.75,1.86146079809225,1.86003449729291
1.025,0.775,0.775,1.86486072291811,1.86472575400236
1.025,0.775,0.8,1.86795596453163,1.86914718822622
1.025,0.775,0.825,1.87091160661809,1.87318790662157
1.025,0.775,0.85,1.87362965814904,1.87690816170999
1.025,0.775,0.875,1.87620121711433,1.88040274814063
1.025,0.775,0.9,1.87859038987112,1.88363561723766
1.025,0.775,0.925,1.88083151316763,1.88663496979342
1.025,0.775,0.95,1.88294885306103,1.88945649216368
1.025,0.775,0.975,1.88493498389262,1.89208421725336
1.025,0.775,1,1.88678454573963,1.89454410139838
1.025,0.8,0.6,1.83925127906318,1.82483388268867
1.025,0.8,0.625,1.84455470690276,1.83267667084542
1.025,0.8,0.65,1.84946119430771,1.83986351538373
1.025,0.8,0.675,1.85403375905151,1.84646835290922
1.025,0.8,0.7,1.85824103718731,1.85252428087944
1.025,0.8,0.725,1.86215493919989,1.85811781144044
1.025,0.8,0.75,1.86581702396125,1.86323389027318
1.025,0.8,0.775,1.8691881803733,1.86795910887891
1.025,0.8,0.8,1.87227318193181,1.87238394150705
1.025,0.8,0.825,1.87526480222154,1.87638128141229
1.025,0.8,0.85,1.87798078517688,1.88011535181202
1.025,0.8,0.875,1.88055224230363,1.88359854887741
1.025,0.8,0.9,1.88293900134196,1.88682990454369
1.025,0.8,0.925,1.88517798089624,1.88983296283748
1.025,0.8,0.95,1.88729470955239,1.89264462589733
1.025,0.8,0.975,1.88927923523557,1.89526771283701
1.025,0.8,1,1.89112495333035,1.89772588414584
1.025,0.825,0.6,1.84333396583694,1.82777622821288
1.025,0.825,0.625,1.84865372141921,1.8356231217647
1.025,0.825,0.65,1.85356617060184,1.84282408138483
1.025,0.825,0.675,1.85811781683555,1.8494205415912
1.025,0.825,0.7,1.86233610182839,1.85547640122917
1.025,0.825,0.725,1.86624162149401,1.86106642164883
1.025,0.825,0.75,1.86988450936966,1.86617689635724
1.025,0.825,0.775,1.87326211704578,1.87090703164939
1.025,0.825,0.8,1.87639240301202,1.87528909404143
1.025,0.825,0.825,1.87938143765186,1.87926660661331
1.025,0.825,0.85,1.88205980609761,1.88307044237819
1.025,0.825,0.875,1.88461705279512,1.88654417362831
1.025,0.825,0.9,1.88700961587577,1.88977270380408
1.025,0.825,0.925,1.88924868135936,1.89278048367197
1.025,0.825,0.95,1.89135219651343,1.89558429604685
1.025,0.825,0.975,1.89333334424556,1.89820275483824
1.025,0.825,1,1.89518173791184,1.90065825623294
1.025,0.85,0.6,1.84709292338168,1.83052944719967
1.025,0.85,0.625,1.8524151981756,1.83837929019679
1.025,0.85,0.65,1.85732808118416,1.84558155368992
1.025,0.85,0.675,1.86188076120455,1.85217817925131
1.025,0.85,0.7,1.86609865575038,1.85823365131764
1.025,0.85,0.725,1.87000303764035,1.86382217081761
1.025,0.85,0.75,1.87364516248639,1.86893161600227
1.025,0.85,0.775,1.87702045545702,1.87366009129793
1.025,0.85,0.8,1.88014793917441,1.87804127334535
1.025,0.85,0.825,1.88308825051638,1.88206444793057
1.025,0.85,0.85,1.88586307353164,1.88576723725915
1.025,0.85,0.875,1.88836741387655,1.88929014600087
1.025,0.85,0.9,1.89075890586821,1.89251591075311
1.025,0.85,0.925,1.89299584119259,1.89552166637721
1.025,0.85,0.95,1.89509785838048,1.89832325795386
1.025,0.85,0.975,1.89707714064444,1.90093954290953
1.025,0.85,1,1.89892374995385,1.90339313921224
1.025,0.875,0.6,1.85058213855188,1.83306183739342
1.025,0.875,0.625,1.8558983791373,1.84091342162774
1.025,0.875,0.65,1.86080775875296,1.84809700789476
1.025,0.875,0.675,1.86537576552288,1.85471520888817
1.025,0.875,0.7,1.86958619244635,1.86076949110406
1.025,0.875,0.725,1.8734969777018,1.86636252152161
1.025,0.875,0.75,1.8771485362115,1.87148343085151
1.025,0.875,0.775,1.88051466429757,1.87619916230702
1.025,0.875,0.8,1.88363882948443,1.88057817442669
1.025,0.875,0.825,1.88658554972125,1.88461076120852
1.025,0.875,0.85,1.88929838404644,1.88833015036724
1.025,0.875,0.875,1.89188466980194,1.89178945692965
1.025,0.875,0.9,1.89424029945738,1.89504223412998
1.025,0.875,0.925,1.89647415696612,1.89803570097517
1.025,0.875,0.95,1.89858276075901,1.9008460788742
1.025,0.875,0.975,1.90056116122034,1.90346423265895
1.025,0.875,1,1.90240431680146,1.90591628203253
1.025,0.9,0.6,1.85379781694993,1.83551011408569
1.025,0.9,0.625,1.85911334625289,1.84336369201249
1.025,0.9,0.65,1.86402227121715,1.85055888382634
1.025,0.9,0.675,1.8685939387563,1.8571604261306
1.025,0.9,0.7,1.87280195028464,1.86321441891706
1.025,0.9,0.725,1.87670971428196,1.868801571234
1.025,0.9,0.75,1.8803647601431,1.87391091067448
1.025,0.9,0.775,1.8837289494302,1.87863181149611
1.025,0.9,0.8,1.88684814172321,1.88300952228929
1.025,0.9,0.825,1.88979683892957,1.88703242922023
1.025,0.9,0.85,1.89250512498061,1.89076542578135
1.025,0.9,0.875,1.8950686561722,1.89423719092514
1.025,0.9,0.9,1.8974166001658,1.89749397921949
1.025,0.9,0.925,1.89967657642722,1.90046214134726
1.025,0.9,0.95,1.90178548210982,1.90326310618406
1.025,0.9,0.975,1.90376261874397,1.90587717202674
1.025,0.9,1,1.90560251637384,1.90832793095916
1.025,0.925,0.6,1.85684035743281,1.83775840060517
1.025,0.925,0.625,1.86216725399861,1.84561370775401
1.025,0.925,0.65,1.86708018948574,1.85281796535712
1.025,0.925,0.675,1.87163304145164,1.85941332057074
1.025,0.925,0.7,1.87584882768157,1.86546635360109
1.025,0.925,0.725,1.87974916087396,1.87105006125826
1.025,0.925,0.75,1.88338781775747,1.87615536205393
1.025,0.925,0.775,1.88675735143736,1.88087855075415
1.025,0.925,0.8,1.88987923727868,1.88525442382435
1.025,0.925,0.825,1.89281360451491,1.88927349036746
1.025,0.925,0.85,1.89553689375367,1.89301589849599
1.025,0.925,0.875,1.89808683160977,1.89648197242066
1.025,0.925,0.9,1.90047305037691,1.8997022031864
1.025,0.925,0.925,1.9026648347465,1.90274202720311
1.025,0.925,0.95,1.90479612392679,1.90550356018693
1.025,0.925,0.975,1.90677113803936,1.90811314288321
1.025,0.925,1,1.90861306514292,1.91056134647106
1.025,0.95,0.6,1.85965609790966,1.83983923724862
1.025,0.95,0.625,1.86497663971958,1.84769520980734
1.025,0.95,0.65,1.86988599946586,1.854882310957
1.025,0.95,0.675,1.87445130929629,1.86149630897412
1.025,0.95,0.7,1.87866006994486,1.86754785102749
1.025,0.95,0.725,1.88256540183639,1.87313503047656
1.025,0.95,0.75,1.886211744215,1.87825038762615
1.025,0.95,0.775,1.88957340040303,1.88296204476436
1.025,0.95,0.8,1.89269241032204,1.88733553653055
1.025,0.95,0.825,1.89563281962692,1.89136214613306
1.025,0.95,0.85,1.89834095003888,1.89508030121177
1.025,0.95,0.875,1.90089726558087,1.89855582415296
1.025,0.95,0.9,1.90327667273931,1.90177503712466
1.025,0.95,0.925,1.90550445231715,1.90476542183507
1.025,0.95,0.95,1.90762646201623,1.90754955304851
1.025,0.95,0.975,1.90957665101312,1.91018465234293
1.025,0.95,1,1.91141618521515,1.9126308263464
1.025,0.975,0.6,1.86228630192587,1.84183099931285
1.025,0.975,0.625,1.86760753564929,1.84968769672941
1.025,0.975,0.65,1.8725162753099,1.85687549832607
1.025,0.975,0.675,1.87708032390426,1.86348774040634
1.025,0.975,0.7,1.88128825406934,1.86953811970087
1.025,0.975,0.725,1.88519156353991,1.87512323904456
1.025,0.975,0.75,1.88883607721278,1.88023665592314
1.025,0.975,0.775,1.89219614585926,1.88494690169179
1.025,0.975,0.8,1.89531344108286,1.88931854864921
1.025,0.975,0.825,1.8982518586735,1.8933431144569
1.025,0.975,0.85,1.90095858267994,1.89706074668682
1.025,0.975,0.875,1.90351282281739,1.90053389667035
1.025,0.975,0.9,1.90589071497015,1.90375150938957
1.025,0.975,0.925,1.90811621147168,1.90674126342039
1.025,0.975,0.95,1.91021768928677,1.90954183375154
1.025,0.975,0.975,1.91220610586342,1.91213513202507
1.025,0.975,1,1.9140230534403,1.91460092618843
1.025,1,0.6,1.86472465582146,1.84373884122908
1.025,1,0.625,1.87004413824425,1.85159620671754
1.025,1,0.65,1.8749509695059,1.85879376231766
1.025,1,0.675,1.87951833392567,1.86538971144495
1.025,1,0.7,1.88372360982881,1.87143941309125
1.025,1,0.725,1.88762424623343,1.87701914342571
1.025,1,0.75,1.89127192205355,1.8821211241771
1.025,1,0.775,1.89462958961855,1.88683608328089
1.025,1,0.8,1.89774258295389,1.89120661194832
1.025,1,0.825,1.90068312731066,1.89522163266557
1.025,1,0.85,1.90338534274756,1.89895121698355
1.025,1,0.875,1.90594011582955,1.90241476133495
1.025,1,0.9,1.90831577074071,1.9056313931174
1.025,1,0.925,1.91053877983991,1.90862415475915
1.025,1,0.95,1.91264000406432,1.91141710324471
1.025,1,0.975,1.91461093318015,1.91402337392963
1.025,1,1,1.91642518495801,1.9164881948904
1.025,1.025,0.6,1.86704853705236,1.84549328506891
1.025,1.025,0.625,1.87237657282385,1.85335112286299
1.025,1.025,0.65,1.87728644266669,1.86055454258008
1.025,1.025,0.675,1.88183698854949,1.86714615223804
1.025,1.025,0.7,1.88604821130257,1.87319452976908
1.025,1.025,0.725,1.88994238101043,1.87877118085037
1.025,1.025,0.75,1.89357580683221,1.8838705118493
1.025,1.025,0.775,1.89693782787872,1.88858651470859
1.025,1.025,0.8,1.9000528452806,1.8929551546139
1.025,1.025,0.825,1.90298110525204,1.89696756969955
1.025,1.025,0.85,1.90569601892271,1.90070360388412
1.025,1.025,0.875,1.90823954245778,1.90416251372992
