lambda_um,width_um,height_um,n_eff_TE,n_eff_TM
1.175,1.025,0.625,1.83443318662317,1.80980533082514
1.175,1.025,0.65,1.83995956459189,1.81812508341994
1.175,1.025,0.675,1.84510162810662,1.82587077842169
1.175,1.025,0.7,1.84996543414334,1.83299688106183
1.175,1.025,0.725,1.85445903647898,1.8396118848935
1.175,1.025,0.75,1.85862983308311,1.84574495207393
1.175,1.025,0.775,1.86258299066859,1.851440215658
1.175,1.025,0.8,1.86625484929456,1.85672132791401
1.175,1.025,0.825,1.86968978791941,1.86162840883556
1.175,1.025,0.85,1.87293399827737,1.86619884869745
1.175,1.025,0.875,1.87595483883479,1.87045053887878
1.175,1.025,0.9,1.87878938966502,1.87441347025013
1.175,1.025,0.925,1.88147495947182,1.87811941446693
1.175,1.025,0.95,1.88398245373623,1.88157901989931
1.175,1.025,0.975,1.88634301401019,1.8848142036827
1.175,1.025,1,1.88858741171217,1.88785148188351
1.175,1.05,0.6,1.83115950690174,1.80278728286105
1.175,1.05,0.625,1.83713627056463,1.8117693892218
1.175,1.05,0.65,1.84266770041696,1.82007887005806
1.175,1.05,0.675,1.84781803826656,1.82782875818922
1.175,1.05,0.7,1.85267522592615,1.83497221467455
1.175,1.05,0.725,1.85717054013612,1.84157727625856
1.175,1.05,0.75,1.86134581994807,1.84769694906362
1.175,1.05,0.775,1.86529420652566,1.85340637425804
1.175,1.05,0.8,1.86896780185324,1.85868641732942
1.175,1.05,0.825,1.87240242781422,1.86358534154285
1.175,1.05,0.85,1.87564200483658,1.86816593420102
1.175,1.05,0.875,1.87866356308857,1.87241585684726
1.175,1.05,0.9,1.88149736524828,1.87637165498438
1.175,1.05,0.925,1.8841786748102,1.88008523081953
1.175,1.05,0.95,1.88668627100975,1.88354292801876
1.175,1.05,0.975,1.88904583164218,1.8867720249007
1.175,1.05,1,1.89128575096622,1.88981593106954
1.175,1.075,0.6,1.83364433953055,1.80471629475994
1.175,1.075,0.625,1.83963536765055,1.81368318761789
1.175,1.075,0.65,1.84516871350161,1.82201250520614
1.175,1.075,0.675,1.85031546904795,1.82976393339075
1.175,1.075,0.7,1.85518139566565,1.83689264239992
1.175,1.075,0.725,1.85967628686142,1.84350994629332
1.175,1.075,0.75,1.86384775848722,1.84964540832451
1.175,1.075,0.775,1.86779981265627,1.85533863292414
1.175,1.075,0.8,1.87147113314193,1.86061850457937
1.175,1.075,0.825,1.87490388353324,1.86552475891277
1.175,1.075,0.85,1.87814563084282,1.87009178997482
1.175,1.075,0.875,1.88116483060025,1.87434110108136
1.175,1.075,0.9,1.88399652293686,1.87830235160291
1.175,1.075,0.925,1.88667911495096,1.88200458565821
1.175,1.075,0.95,1.88918449513129,1.88546156384117
1.175,1.075,0.975,1.89154189127564,1.88869499349225
1.175,1.075,1,1.89378239670117,1.89172949956749
1.175,1.1,0.6,1.83605125568266,1.80648196876262
1.175,1.1,0.625,1.84202225972253,1.81545182074903
1.175,1.1,0.65,1.84757113477458,1.8237895480222
1.175,1.1,0.675,1.85272535850853,1.83154661897048
1.175,1.1,0.7,1.85757214944107,1.83867411658461
1.175,1.1,0.725,1.86207756487048,1.84529622611838
1.175,1.1,0.75,1.86626481207235,1.85144232052134
1.175,1.1,0.775,1.87019921683498,1.85713025609215
1.175,1.1,0.8,1.87387798577934,1.86240928438234
1.175,1.1,0.825,1.87731306273496,1.86732116213697
1.175,1.1,0.85,1.88053926471151,1.87188253024191
1.175,1.1,0.875,1.88356436156434,1.87613027666658
1.175,1.1,0.9,1.88639758861509,1.88009603230142
1.175,1.1,0.925,1.88906660127261,1.88379276384122
1.175,1.1,0.95,1.89157685744833,1.88724793212632
1.175,1.1,0.975,1.8939352998634,1.89048517930838
1.175,1.1,1,1.89616391376211,1.89351458483716
1.175,1.125,0.6,1.83828408074446,1.80814094334417
1.175,1.125,0.625,1.84427230919935,1.81713825528505
1.175,1.125,0.65,1.84981274377604,1.82546004410093
1.175,1.125,0.675,1.85496771106922,1.83321680499951
1.175,1.125,0.7,1.85982683708378,1.84036303807441
1.175,1.125,0.725,1.86432362681942,1.84697072345825
1.175,1.125,0.75,1.86849943128489,1.85309391303976
1.175,1.125,0.775,1.872445248011,1.85879951923949
1.175,1.125,0.8,1.87611746210523,1.86407731509808
1.175,1.125,0.825,1.8795488147058,1.86897510208854
1.175,1.125,0.85,1.88278421274371,1.87355019546321
1.175,1.125,0.875,1.8858030876148,1.87779643234035
1.175,1.125,0.9,1.88863278635943,1.88174998783471
1.175,1.125,0.925,1.89130941558183,1.88545775600364
1.175,1.125,0.95,1.89381388582836,1.88891144760892
1.175,1.125,0.975,1.89616912510343,1.89213809750415
1.175,1.125,1,1.89840414857386,1.89517666213814
1.175,1.15,0.6,1.8403667428872,1.80978894434063
1.175,1.15,0.625,1.84636735902821,1.81876961794537
1.175,1.15,0.65,1.85190803659936,1.82710938882766
1.175,1.15,0.675,1.85705920868048,1.83486691919468
1.175,1.15,0.7,1.86192612944201,1.84199790128794
1.175,1.15,0.725,1.86642158428667,1.84861687162465
1.175,1.15,0.75,1.87059301878443,1.85475456549899
1.175,1.15,0.775,1.87454240395709,1.86044430629062
1.175,1.15,0.8,1.87821227940231,1.86572176868892
1.175,1.15,0.825,1.881641416025,1.87062630918798
1.175,1.15,0.85,1.88487907704114,1.87518829224227
1.175,1.15,0.875,1.88789565466901,1.87943392179505
1.175,1.15,0.9,1.89072308964094,1.88339253671608
1.175,1.15,0.925,1.89340119431465,1.88708943014445
1.175,1.15,0.95,1.89590358005575,1.89054246099765
1.175,1.15,0.975,1.89825664611823,1.89377310904109
1.175,1.15,1,1.9004926359289,1.89680258104697
1.175,1.175,0.6,1.84239395320382,1.81129476425226
1.175,1.175,0.625,1.84837564760612,1.82027866576148
1.175,1.175,0.65,1.85392942662482,1.82862430147161
1.175,1.175,0.675,1.85908677790986,1.83638611710499
1.175,1.175,0.7,1.86393597004201,1.84351666505143
1.175,1.175,0.725,1.86844042835869,1.85013883965577
1.175,1.175,0.75,1.87262579152592,1.85628476714539
1.175,1.175,0.775,1.87655888636979,1.86197045874242
1.175,1.175,0.8,1.88023512148081,1.86724692034875
1.175,1.175,0.825,1.88366637432663,1.87215578013546
1.175,1.175,0.85,1.88688978873722,1.87671329630499
1.175,1.175,0.875,1.88991142655077,1.88095738243611
1.175,1.175,0.9,1.89274033122544,1.88491949582542
1.175,1.175,0.925,1.89540605729732,1.88861197610164
1.175,1.175,0.95,1.89791264275776,1.89206330054369
1.175,1.175,0.975,1.90026677928131,1.89529694319641
1.175,1.175,1,1.90249201172104,1.89832224433793
1.175,1.2,0.6,1.84427714477476,1.81271248066118
1.175,1.2,0.625,1.85027292303492,1.82172034509411
1.175,1.2,0.65,1.85581925669941,1.83005103956242
1.175,1.2,0.675,1.86097653880037,1.83781223498661
1.175,1.2,0.7,1.8658359428023,1.8449592658947
1.175,1.2,0.725,1.8703329219735,1.85156818171297
1.175,1.2,0.75,1.87450822645099,1.85769356512755
1.175,1.2,0.775,1.87845095033,1.86339488067102
1.175,1.2,0.8,1.88212115503049,1.86867006560126
1.175,1.2,0.825,1.88554920247272,1.87356629269867
1.175,1.2,0.85,1.88878044393124,1.87813598422491
1.175,1.2,0.875,1.89179645365466,1.88237861478238
1.175,1.2,0.9,1.89462234745558,1.88632983529458
1.175,1.2,0.925,1.8972946027826,1.89003212543838
1.175,1.2,0.95,1.89979601810981,1.89348205342092
1.175,1.2,0.975,1.90214744435064,1.89670624877334
1.175,1.2,1,1.9043782231267,1.89973967926037
1.175,1.225,0.6,1.84603645906119,1.81413279723937
1.175,1.225,0.625,1.85204405624555,1.82312280755173
1.175,1.225,0.65,1.85758910347741,1.83147003843518
1.175,1.225,0.675,1.86274249902722,1.8392316866531
1.175,1.225,0.7,1.86760969838038,1.84636298592119
1.175,1.225,0.725,1.87210441933458,1.85298242380507
1.175,1.225,0.75,1.87627453620168,1.85912132473401
1.175,1.225,0.775,1.88022145821049,1.86480705457561
1.175,1.225,0.8,1.88388920041378,1.87008193604495
1.175,1.225,0.825,1.8873146356547,1.87498439792978
1.175,1.225,0.85,1.89054879898241,1.8795413519387
1.175,1.225,0.875,1.8935624852726,1.88378350440171
1.175,1.225,0.9,1.89638587137909,1.88773941118998
1.175,1.225,0.925,1.89906023567184,1.89143122331661
1.175,1.225,0.95,1.9015595840876,1.89488065274953
1.175,1.225,0.975,1.903908689588,1.8981085471194
1.175,1.225,1,1.90614103073321,1.90113326801192
1.175,1.25,0.6,1.84776019406446,1.81542780894368
1.175,1.25,0.625,1.85374933361185,1.82442082121304
1.175,1.25,0.65,1.85930605783482,1.83277246317166
1.175,1.25,0.675,1.86446460049847,1.84053726791066
1.175,1.25,0.7,1.86931482983228,1.84766844532999
1.175,1.25,0.725,1.87381774872137,1.85429024934728
1.175,1.25,0.75,1.87800073714616,1.86043571266439
1.175,1.25,0.775,1.8819320389558,1.86611818452602
1.175,1.25,0.8,1.88560535382075,1.87139192399357
1.175,1.25,0.825,1.88903300275269,1.87629789303577
1.175,1.25,0.85,1.89225359838666,1.88085120967093
1.175,1.25,0.875,1.89527174007672,1.88509182434875
1.175,1.25,0.9,1.89809676650328,1.88905059080115
1.175,1.25,0.925,1.90075939890705,1.89273878740906
1.175,1.25,0.95,1.90326245456751,1.89618658623122
1.175,1.25,0.975,1.90561283165209,1.89941694264147
1.175,1.25,1,1.90783501901987,1.90243823010515
1.175,1.275,0.6,1.84936431318752,1.81664578983378
1.175,1.275,0.625,1.85536492048538,1.82566041214348
1.175,1.275,0.65,1.86091513587584,1.83399769061489
1.175,1.275,0.675,1.86607321137942,1.84176164677884
1.175,1.275,0.7,1.87093181113992,1.8489078496001
1.175,1.275,0.725,1.87542827901984,1.85551718646071
1.175,1.275,0.75,1.87960257962817,1.86164405466024
1.175,1.275,0.775,1.88354189772294,1.86734066663994
1.175,1.275,0.8,1.8872097914411,1.87261310500679
1.175,1.275,0.825,1.89063471156718,1.87750765319916
1.175,1.275,0.85,1.89386186569819,1.88207199624119
1.175,1.275,0.875,1.89687499973188,1.88631121109815
1.175,1.275,0.9,1.89969747794914,1.89026019128189
1.175,1.275,0.925,1.9023656111899,1.89395726436857
1.175,1.275,0.95,1.90486409756463,1.89740374972558
1.175,1.275,0.975,1.90721219042155,1.90062565750152
1.175,1.275,1,1.9094390738432,1.90365428410983
1.175,1.3,0.6,1.85086000871423,1.81788015077324
1.175,1.3,0.625,1.8568725438142,1.82687647506727
1.175,1.3,0.65,1.86242010805992,1.83522894812485
1.175,1.3,0.675,1.86757432572214,1.84299317584246
1.175,1.3,0.7,1.87244119681431,1.85012366137892
1.175,1.3,0.725,1.87693451003892,1.85674277024182
1.175,1.3,0.75,1.88110270118016,1.86288213379113
1.175,1.3,0.775,1.88504722298895,1.86856371422671
1.175,1.3,0.8,1.88871253910296,1.87383593988751
1.175,1.3,0.825,1.89213440180855,1.87873617485742
1.175,1.3,0.85,1.89536542767733,1.88328832579096
1.175,1.3,0.875,1.89837620802321,1.88752720453508
1.175,1.3,0.9,1.90119585572417,1.89148047179937
1.175,1.3,0.925,1.9038669606818,1.89516757324315
1.175,1.3,0.95,1.90636338909456,1.89861371244901
1.175,1.3,0.975,1.90870891765856,1.90183900650049
1.175,1.3,1,1.91093813491362,1.90485938281104
1.175,1.325,0.6,1.85233777645024,1.81899505837184
1.175,1.325,0.625,1.85833313804431,1.82800078831972
1.175,1.325,0.65,1.86389133593243,1.83635653410542
1.175,1.325,0.675,1.86904934425452,1.8441181632291
1.175,1.325,0.7,1.87390042545862,1.85125389812602
1.175,1.325,0.725,1.8784011666238,1.85787051254057
1.175,1.325,0.75,1.88258172600372,1.86401921982608
1.175,1.325,0.775,1.88651104317199,1.8696983829559
1.175,1.325,0.8,1.89018142012842,1.87496934319328
1.175,1.325,0.825,1.89360559659993,1.87987243841095
1.175,1.325,0.85,1.89682348511825,1.88442176937861
1.175,1.325,0.875,1.89983833440595,1.88865909852637
1.175,1.325,0.9,1.90265977160066,1.89261472021286
1.175,1.325,0.925,1.90531955905056,1.89629896024635
1.175,1.325,0.95,1.907819383218,1.89974351175465
1.175,1.325,0.975,1.91016635069714,1.90297085117359
1.175,1.325,1,1.91238580187022,1.90598847473147
1.175,1.35,0.6,1.85371747395735,1.8200697004648
1.175,1.35,0.625,1.85971240641921,1.82907898849358
1.175,1.35,0.65,1.86527008026122,1.83743138402804
1.175,1.35,0.675,1.87043033891881,1.84519711726528
1.175,1.35,0.7,1.8752799284835,1.85233392557328
1.175,1.35,0.725,1.87977943800919,1.8589512841657
1.175,1.35,0.75,1.88395920608464,1.86509254154318
1.175,1.35,0.775,1.88788769516696,1.87077466320097
1.175,1.35,0.8,1.89155804462603,1.87604438762257
1.175,1.35,0.825,1.89498043534711,1.88094519170049
1.175,1.35,0.85,1.89819733166168,1.8854961592546
1.175,1.35,0.875,1.90121197719242,1.88973211251056
1.175,1.35,0.9,1.90403166375342,1.89368590433279
1.175,1.35,0.925,1.90669045668595,1.89737097140538
1.175,1.35,0.95,1.90919002987477,1.90081418690624
1.175,1.35,0.975,1.91153535858662,1.90404012621369
1.175,1.35,1,1.91375387637338,1.90705805760862
1.175,1.375,0.6,1.85499637350154,1.82113421630093
1.175,1.375,0.625,1.86101219465082,1.83013504508041
1.175,1.375,0.65,1.86656117384246,1.83849118860841
1.175,1.375,0.675,1.8717153712534,1.84625687803394
1.175,1.375,0.7,1.87658136257444,1.85338606801401
1.175,1.375,0.725,1.88107299944391,1.86000433806134
1.175,1.375,0.75,1.88523847409983,1.86614262991677
1.175,1.375,0.775,1.88918116586179,1.87182120137309
1.175,1.375,0.8,1.89284402121045,1.87709076588512
1.175,1.375,0.825,1.89626256627221,1.88198874443839
1.175,1.375,0.85,1.89949063351941,1.88653647389878
1.175,1.375,0.875,1.90249865248776,1.89077227117433
1.175,1.375,0.9,1.9053149233758,1.8947230258432
1.175,1.375,0.925,1.90798304835223,1.89840586324832
1.175,1.375,0.95,1.91047677532003,1.90184897873307
1.175,1.375,0.975,1.91281911859574,1.90507185879385
1.175,1.375,1,1.91504552793543,1.90808833518683
1.175,1.4,0.6,1.8562742648424,1.8221056035365
1.175,1.4,0.625,1.86227329035978,1.83111536989938
1.175,1.4,0.65,1.86783154758642,1.83946908370179
1.175,1.4,0.675,1.87298947730592,1.84723670560927
1.175,1.4,0.7,1.87784019449221,1.85437108472911
1.175,1.4,0.725,1.88233863259296,1.86098683052475
1.175,1.4,0.75,1.8865159484376,1.86712677928224
1.175,1.4,0.775,1.89044360432787,1.87280642792581
1.175,1.4,0.8,1.89411117908412,1.87807491609415
1.175,1.4,0.825,1.89753179743303,1.88297268253539
1.175,1.4,0.85,1.90074742266763,1.88752122727017
1.175,1.4,0.875,1.90375925600763,1.89175568574789
1.175,1.4,0.9,1.90657717790161,1.8957063383543
1.175,1.4,0.925,1.9092345929745,1.89938929095757
1.175,1.4,0.95,1.91173151104997,1.90283102314722
1.175,1.4,0.975,1.91407521404307,1.90605394407663
1.175,1.4,1,1.91629239042074,1.90907012818128
1.175,1.425,0.6,1.85746588930449,1.82304550827726
1.175,1.425,0.625,1.86346370251926,1.832058491709
1.175,1.425,0.65,1.86902206340994,1.84041347139672
1.175,1.425,0.675,1.8741816117271,1.84817974281895
1.175,1.425,0.7,1.87903039432892,1.85531520411916
1.175,1.425,0.725,1.88352801309294,1.86193121956911
1.175,1.425,0.75,1.88770542214023,1.86807104306529
1.175,1.425,0.775,1.89163154050383,1.8737498091584
1.175,1.425,0.8,1.89529912401077,1.87901675516115
1.175,1.425,0.825,1.8987185625875,1.8839147905956
1.175,1.425,0.85,1.90193268556326,1.88846206842934
1.175,1.425,0.875,1.90494438877923,1.89269496814455
1.175,1.425,0.9,1.90776109934665,1.8966458500994
1.175,1.425,0.925,1.91041713380414,1.90032739707501
1.175,1.425,0.95,1.91291388725747,1.90376768072307
1.175,1.425,0.975,1.91525642811679,1.90699086719031
1.175,1.425,1,1.91747236726073,1.91000561662182
1.175,1.45,0.6,1.85858533210992,1.82393745823672
1.175,1.45,0.625,1.8645927995265,1.83296752689758
1.175,1.45,0.65,1.87014567452741,1.84131071011207
1.175,1.45,0.675,1.8753033273916,1.84907580108763
1.175,1.45,0.7,1.88015973352503,1.85622340536673
1.175,1.45,0.725,1.88465195092787,1.86282936488461
1.175,1.45,0.75,1.88882096231196,1.86895334546204
1.175,1.45,0.775,1.89275534799843,1.87464474107867
1.175,1.45,0.8,1.8964172602239,1.87990974310102
1.175,1.45,0.825,1.8998342005451,1.88479828523771
1.175,1.45,0.85,1.90305529271695,1.88935551545749
1.175,1.45,0.875,1.90606201683639,1.89358658062963
1.175,1.45,0.9,1.90887639241212,1.89752935837199
1.175,1.45,0.925,1.911538374314,1.90121898157757
1.175,1.45,0.95,1.91403075551985,1.90465762719017
1.175,1.45,0.975,1.91637118465614,1.90787382819422
1.175,1.45,1,1.91859224702355,1.91089529653127
1.175,1.475,0.6,1.85968248849156,1.82482902192223
1.175,1.475,0.625,1.86568403649933,1.83384152891897
1.175,1.475,0.65,1.87124207593309,1.84219753070859
1.175,1.475,0.675,1.87639918226852,1.84996511385711
1.175,1.475,0.7,1.88124917305922,1.85709783867607
1.175,1.475,0.725,1.88574526084223,1.86371241898276
1.175,1.475,0.75,1.88991987728344,1.86985128621916
1.175,1.475,0.775,1.89384558884459,1.87552734226729
1.175,1.475,0.8,1.8975104482143,1.88079315939837
1.175,1.475,0.825,1.90092797274515,1.8856885449378
1.175,1.475,0.85,1.90414128508965,1.89023328380287
1.175,1.475,0.875,1.90715030155158,1.89446486996592
1.175,1.475,0.9,1.90996518742562,1.89841303776291
1.175,1.475,0.925,1.91262029040639,1.90209240219712
1.175,1.475,0.95,1.91511454142414,1.90553140428933
1.175,1.475,0.975,1.9174554376007,1.90875199372948
1.175,1.475,1,1.91967044900732,1.91176494290338
1.175,1.5,0.6,1.8607185449635,1.82565576175266
1.175,1.5,0.625,1.86671830465037,1.83467125155959
1.175,1.5,0.65,1.87227669972757,1.84302790609284
1.175,1.5,0.675,1.87743520434371,1.85079412316228
1.175,1.5,0.7,1.88228294268559,1.85792796588241
1.175,1.5,0.725,1.88677855134995,1.86454245458334
1.175,1.5,0.75,1.89095358590608,1.87068075977737
1.175,1.5,0.775,1.8948774474312,1.87635628022607
1.175,1.5,0.8,1.89854240045248,1.88162056720134
1.175,1.5,0.825,1.90195905788208,1.88651598922887
1.175,1.5,0.85,1.90517064704675,1.89105982212063
1.175,1.5,0.875,1.90817963604801,1.89528989915071
1.175,1.5,0.9,1.91099360728216,1.89923811099115
1.175,1.5,0.925,1.91364716526941,1.90291641870989
1.175,1.5,0.95,1.9161413553362,1.906354033574
1.175,1.5,0.975,1.91848136118251,1.90957472905495
1.175,1.5,1,1.92069500816637,1.91258657163514
1.2,0.75,0.6,1.77609943379138,1.76077115921903
1.2,0.75,0.625,1.78195719330661,1.76974585718125
1.2,0.75,0.65,1.78742209171855,1.7780712644673
1.2,0.75,0.675,1.79256083725023,1.78580341730738
1.2,0.75,0.7,1.79738964893626,1.79308464312863
1.2,0.75,0.725,1.80196842522466,1.79981800550515
1.2,0.75,0.75,1.80623714164129,1.80601051333753
1.2,0.75,0.775,1.81016041409594,1.8118941361013
1.2,0.75,0.8,1.81393343133757,1.81730606254541
1.2,0.75,0.825,1.81743492062118,1.82232747973442
1.2,0.75,0.85,1.82071617929565,1.82704633366247
1.2,0.75,0.875,1.82384388439121,1.83143162874063
1.2,0.75,0.9,1.82675303261128,1.83551117571573
1.2,0.75,0.925,1.82947044840279,1.83930639163116
1.2,0.75,0.95,1.83207680895328,1.84291528227894
1.2,0.75,0.975,1.83450694292267,1.84627170263677
1.2,0.75,1,1.83680903401255,1.8494025213682
1.2,0.775,0.6,1.78184358930958,1.76485491518227
1.2,0.775,0.625,1.78773458310135,1.7738295494479
1.2,0.775,0.65,1.79321943761565,1.78217870761645
1.2,0.775,0.675,1.79838042804258,1.78994710700537
1.2,0.775,0.7,1.80321901666492,1.79721853180577
1.2,0.775,0.725,1.8078120441966,1.80394530397618
1.2,0.775,0.75,1.81206070955812,1.81019208254271
1.2,0.775,0.775,1.81595292278996,1.81611032337964
1.2,0.775,0.8,1.81980218451865,1.82145082756681
1.2,0.775,0.825,1.82331233091822,1.82648398408812
1.2,0.775,0.85,1.82659016138166,1.8312039687239
1.2,0.775,0.875,1.82972572236593,1.83558087578236
1.2,0.775,0.9,1.83263892772618,1.83966892045758
1.2,0.775,0.925,1.83535719945158,1.84347899535296
1.2,0.775,0.95,1.83796495995421,1.8470755143077
1.2,0.775,0.975,1.84039413753721,1.85043194693336
1.2,0.775,1,1.842697204046,1.85356981606525
1.2,0.8,0.6,1.78731715341879,1.76859886302609
1.2,0.8,0.625,1.79319415267095,1.77758048669189
1.2,0.8,0.65,1.7987223269721,1.78595210244288
1.2,0.8,0.675,1.80390525051573,1.79375941815826
1.2,0.8,0.7,1.80873437407161,1.80102321165824
1.2,0.8,0.725,1.81330242833222,1.80774157623433
1.2,0.8,0.75,1.81757575214304,1.81400981537264
1.2,0.8,0.775,1.82155977113751,1.81986109245763
1.2,0.8,0.8,1.82538365748743,1.82519551716861
1.2,0.8,0.825,1.82883524162624,1.83031852798857
1.2,0.8,0.85,1.83212677488414,1.83504017828562
1.2,0.8,0.875,1.83524055892258,1.83940812113867
1.2,0.8,0.9,1.83816615904474,1.84350600194108
1.2,0.8,0.925,1.84090519812138,1.84733425672693
1.2,0.8,0.95,1.84349321453258,1.850918101292
1.2,0.8,0.975,1.84593495573114,1.85427315418219
1.2,0.8,1,1.84823969738301,1.85742171479709
1.2,0.825,0.6,1.79229875847425,1.77200480427738
1.2,0.825,0.625,1.79823281636487,1.78105408018188
1.2,0.825,0.65,1.80376431289183,1.78944231319918
1.2,0.825,0.675,1.80895111095737,1.7972277657574
1.2,0.825,0.7,1.81381634857385,1.80453985496197
1.2,0.825,0.725,1.81842045172783,1.81129854651288
1.2,0.825,0.75,1.82268029871449,1.81754823307057
1.2,0.825,0.775,1.82666594452793,1.82340251253201
1.2,0.825,0.8,1.83045187902669,1.82882265219601
1.2,0.825,0.825,1.83399554110672,1.83382254472449
1.2,0.825,0.85,1.83724469135035,1.83858545250583
1.2,0.825,0.875,1.84037780611987,1.8429698196437
1.2,0.825,0.9,1.84329155526977,1.84705126764222
1.2,0.825,0.925,1.84601342836262,1.85085175252793
1.2,0.825,0.95,1.84861841562992,1.85445502207358
1.2,0.825,0.975,1.85105089558574,1.85780880419903
1.2,0.825,1,1.85335068507809,1.86093995486753
1.2,0.85,0.6,1.79692088400248,1.77537282479588
1.2,0.85,0.625,1.80287874646077,1.78441299790778
1.2,0.85,0.65,1.80842175760081,1.79281684189831
1.2,0.85,0.675,1.81362171756023,1.80063091673183
1.2,0.85,0.7,1.81849304269626,1.80792903669595
1.2,0.85,0.725,1.82310837489074,1.81467554238609
1.2,0.85,0.75,1.82737532889808,1.82094250647917
1.2,0.85,0.775,1.83135711244542,1.82679950308822
1.2,0.85,0.8,1.83515083830999,1.83221069712186
1.2,0.85,0.825,1.8386670648589,1.83725230021971
1.2,0.85,0.85,1.84189750568021,1.84202938312099
1.2,0.85,0.875,1.84508187207154,1.84635843297099
1.2,0.85,0.9,1.84799817920909,1.85044592403077
1.2,0.85,0.925,1.85071893789948,1.85425895700495
1.2,0.85,0.95,1.85332488524963,1.8578497480227
1.2,0.85,0.975,1.85575561676198,1.86120299940669
1.2,0.85,1,1.85805488642126,1.8643400706555
1.2,0.875,0.6,1.80134643474401,1.77845451995658
1.2,0.875,0.625,1.80728644060391,1.7874988474732
1.2,0.875,0.65,1.81286123731208,1.79591844348649
1.2,0.875,0.675,1.81807673327741,1.80376145853481
1.2,0.875,0.7,1.82293638748448,1.81105195132445
1.2,0.875,0.725,1.82752778184335,1.81779057567609
1.2,0.875,0.75,1.83181388705468,1.82407227587503
1.2,0.875,0.775,1.83580693856649,1.82993491192691
1.2,0.875,0.8,1.83957830205636,1.83533991707487
1.2,0.875,0.825,1.84310704262026,1.84039210392317
1.2,0.875,0.85,1.84640160598788,1.84511516447083
1.2,0.875,0.875,1.84957481808958,1.84942824614749
1.2,0.875,0.9,1.85243435945629,1.8535890364902
1.2,0.875,0.925,1.85517314193072,1.85741485947739
1.2,0.875,0.95,1.85776159129948,1.86099469913044
1.2,0.875,0.975,1.86020183294019,1.86434617846865
1.2,0.875,1,1.86250241976477,1.86749138659608
1.2,0.9,0.6,1.80538377193505,1.78126576301621
1.2,0.9,0.625,1.81136681680947,1.79036567760094
1.2,0.9,0.65,1.81694081601571,1.79879651544694
1.2,0.9,0.675,1.82215701699393,1.80661791943399
1.2,0.9,0.7,1.8270437325477,1.81394821188129
1.2,0.9,0.725,1.83166251659816,1.82072026421485
1.2,0.9,0.75,1.83593632149266,1.82698384459688
1.2,0.9,0.775,1.83993048838002,1.83284629789444
1.2,0.9,0.8,1.8437196363452,1.83827153894091
1.2,0.9,0.825,1.84723612658789,1.84330761562647
1.2,0.9,0.85,1.85052784017566,1.84803064741538
1.2,0.9,0.875,1.85366063541599,1.85241282772291
1.2,0.9,0.9,1.85660182177335,1.85646667128962
1.2,0.9,0.925,1.85928926686695,1.86030455762002
1.2,0.9,0.95,1.86189175366152,1.86390021443819
1.2,0.9,0.975,1.86432395423002,1.86724989491128
1.2,0.9,1,1.86662004637741,1.87037967962044
1.2,0.925,0.6,1.80920495028597,1.78406637528285
1.2,0.925,0.625,1.81517410174722,1.79314144999956
1.2,0.925,0.65,1.82077043324219,1.80158425302561
1.2,0.925,0.675,1.82600060355878,1.80944440125884
1.2,0.925,0.7,1.83087340464916,1.81674691559132
1.2,0.925,0.725,1.83547440592888,1.82349420984478
1.2,0.925,0.75,1.83976565807589,1.8297814007961
1.2,0.925,0.775,1.84376256342847,1.83564746849711
1.2,0.925,0.8,1.84753723392981,1.84105492991624
1.2,0.925,0.825,1.85106607694452,1.84610789485832
1.2,0.925,0.85,1.85435911033479,1.85083213352933
1.2,0.925,0.875,1.85747715727721,1.85519983557177
1.2,0.925,0.9,1.8604005087181,1.85929325444378
1.2,0.925,0.925,1.86318649576141,1.86306865939819
1.2,0.925,0.95,1.86571484647258,1.86670438307601
1.2,0.925,0.975,1.86815464303227,1.87005180143288
1.2,0.925,1,1.87045270232774,1.87319415746544
1.2,0.95,0.6,1.81273546231919,1.78655153598891
1.2,0.95,0.625,1.81874160765442,1.79567650128172
1.2,0.95,0.65,1.8243352228104,1.80412825341672
1.2,0.95,0.675,1.82956473881377,1.81196690937769
1.2,0.95,0.7,1.83446068668108,1.81930522273781
1.2,0.95,0.725,1.83908537732757,1.82608280800158
1.2,0.95,0.75,1.84336477370973,1.83235234540686
1.2,0.95,0.775,1.84736194556624,1.83821752616195
1.2,0.95,0.8,1.8511521506313,1.84364336662192
1.2,0.95,0.825,1.85466969505737,1.84868067105784
1.2,0.95,0.85,1.85796085964499,1.85340323189765
1.2,0.95,0.875,1.8610908108463,1.85778478516913
1.2,0.95,0.9,1.86400285582651,1.86186573322335
1.2,0.95,0.925,1.86672496060929,1.86566856832003
1.2,0.95,0.95,1.86935130856359,1.86923335456092
1.2,0.95,0.975,1.87174839014579,1.87261411617803
1.2,0.95,1,1.87404305498189,1.87574122434792
1.2,0.975,0.6,1.8160290655573,1.78905094896833
1.2,0.975,0.625,1.82205104005891,1.79815899638206
1.2,0.975,0.65,1.82764895062099,1.8066190622698
1.2,0.975,0.675,1.83288344049771,1.81447924311825
1.2,0.975,0.7,1.83778276613215,1.82180083485547
1.2,0.975,0.725,1.84241536397008,1.82856286646217
1.2,0.975,0.75,1.84669664255019,1.83484617377369
1.2,0.975,0.775,1.85068907969009,1.84071185132843
1.2,0.975,0.8,1.85448591685313,1.84612528897123
